"CustomerID","Churn","MonthlyRevenue","MonthlyMinutes","TotalRecurringCharge","DirectorAssistedCalls","OverageMinutes","RoamingCalls","PercChangeMinutes","PercChangeRevenues","DroppedCalls","BlockedCalls","UnansweredCalls","CustomerCareCalls","ThreewayCalls","ReceivedCalls","OutboundCalls","InboundCalls","PeakCallsInOut","OffPeakCallsInOut","DroppedBlockedCalls","CallForwardingCalls","CallWaitingCalls","MonthsInService","UniqueSubs","ActiveSubs","ServiceArea","Handsets","HandsetModels","CurrentEquipmentDays","AgeHH1","AgeHH2","ChildrenInHH","HandsetRefurbished","HandsetWebCapable","TruckOwner","RVOwner","Homeownership","BuysViaMailOrder","RespondsToMailOffers","OptOutMailings","NonUSTravel","OwnsComputer","HasCreditCard","RetentionCalls","RetentionOffersAccepted","NewCellphoneUser","NotNewCellphoneUser","ReferralsMadeBySubscriber","IncomeGroup","OwnsMotorcycle","AdjustmentsToCreditRating","HandsetPrice","MadeCallToRetentionTeam","CreditRating","PrizmCode","Occupation","MaritalStatus"
3194310,NA,40.25,68,20,0,9,16.8,-20,-12.1,0.7,0,7.3,0,0,2.2,0,0,12.7,3,0.7,0,0,17,3,1,"DENCOL719",1,1,511,50,50,"No","Yes","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","1-Highest","Town","Professional","Yes"
3194334,NA,35.24,555,45,0.25,0,0,149,-0.2,8.7,0,9,0.3,0,60.8,44.7,6.3,29.3,108,8.7,0,0,17,1,1,"NYCMAN917",1,1,511,60,54,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,"4","No",0,"Unknown","No","2-High","Suburban","Professional","Unknown"
3194382,NA,51.31,219,50,0,0,0,37,-1.3,13.3,1,18.7,0,0,56.6,37.3,19,68,26.3,14.3,0,1.3,13,3,3,"PHIMER609",1,1,403,34,30,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,"1","No",0,"Unknown","No","3-Good","Other","Other","No"
3194402,NA,34.99,185,45,0,0,0,-34,0,2.3,1,10.7,0.3,0,32.3,58.7,11,45.7,34.7,3.3,0,1,15,1,1,"ATLATL678",1,1,465,28,0,"No","No","Yes","No","No","Known","No","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Other","Other","No"
3194410,NA,81.69,940,83,0.5,24,0.7,-289,-21.2,1,2.3,39.7,2,0,213.3,36.7,6.3,208.7,50,4,0,4,13,1,1,"OMADES515",1,1,403,46,48,"No","No","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"Yes","No",0,"7","No",0,"Unknown","No","2-High","Other","Professional","Yes"
3194426,NA,38.48,281,50,0.5,0,0,54,1.5,1,3.3,13.7,0,0,71.6,4,0,83,12.7,4.3,0,0.3,19,2,2,"MIAMIA305",1,1,572,28,30,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","2-High","Suburban","Other","Yes"
3194430,NA,17.14,227,10,0,0,0,-58,17.9,0.7,21.3,15.7,1,2.7,19.5,39.7,9,82.3,27,22,0,0,13,3,3,"NCRWIN336",1,1,403,54,50,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","2-High","Town","Crafts","Yes"
3194462,NA,41.14,281,30,0,27,0,-65,-11.2,2.7,0.3,18,0,0,37.9,40,9.7,66.3,32,3,0,1,15,1,1,"DETPON248",1,1,465,22,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","Yes",0,"2","No",0,"Unknown","No","2-High","Suburban","Other","No"
3194474,NA,18.16,282,12,4.21,0,1.4,-40,3.5,3.3,0.7,12.3,0.3,0,45.3,3,1.7,80.3,28,4,0,0.3,15,2,2,"NYCBRO917",1,1,465,34,30,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","2-High","Other","Other","Yes"
3194502,NA,133.63,1070,70,0.99,250,0,-4,1.4,16.3,1.3,30.3,0.7,0.3,358.2,48.7,11.3,199,83,17.7,0,2.7,15,4,1,"NYCBRO917",2,2,267,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"10","No","3-Good","Other","Other","Unknown"
3194522,NA,48.05,156,50,1.24,0,2.1,380,18.1,0.7,2,18.7,1.3,0,40.4,6.7,0,85.3,16,2.7,0,1,17,1,1,"HOUHOU281",3,2,23,28,24,"No","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","Yes",0,"200","No","2-High","Suburban","Other","Yes"
3194526,NA,20.36,633,30,1.73,93,0,-631,2.9,0.3,0.3,3,0.7,0,6.8,2.7,0.7,5.3,11.3,0.7,0,0,17,2,2,"FLNGAN352",3,3,308,58,30,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"8","No",0,"100","No","2-High","Suburban","Professional","No"
3194542,NA,42.14,348,40,0.25,32,0.4,-220,-11.2,2,1.3,15.3,0,0,48,13,1.3,47.3,60,3.3,0,0,13,1,1,"BOSMAN603",1,1,403,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","3-Good","Other","Other","Unknown"
3194550,NA,69.55,266,60,0.74,19,3.1,-56,-9.6,7.7,1,18.3,1,0,60,48,7,82.7,47,8.7,0,1.3,15,2,2,"NEVCHU619",1,1,465,26,28,"No","Yes","No","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","3-Good","Other","Other","Yes"
3194558,NA,71.57,1211,58,2.48,24,0,-61,-56.6,15,75,47,8,7,295.8,72,2,273.3,121,90,0,4.3,13,1,1,"CHILAG708",1,1,403,40,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","5-Low","Other","Other","Unknown"
3194602,NA,84.8,752,75,0.5,3,8.5,-134,-2.2,5.3,24.3,18.7,0.7,5.7,230.3,17.3,6,183.7,74.7,29.7,0,0.3,15,1,1,"CHILAG708",1,1,465,38,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Other","Other","No"
3194614,NA,30.24,102,30,0.25,0,0,23,0.7,1,5.3,11,0,0.3,1.3,2.7,0.7,34.3,21,6.3,0,0,15,1,1,"ATLCHA423",1,1,465,48,48,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","4-Medium","Town","Other","Yes"
3194618,NA,83.91,438,50,0.25,116,0,-354,-40.7,9,1.3,33,0,0,100,29,10,43.7,69.7,10.3,0,1,15,1,1,"BOSBOS617",1,1,465,24,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3194622,NA,51.88,412,70,0.5,3,0.3,-169,-1.9,8,2.7,15.3,1,0,91.2,21.3,2,120.7,33,10.7,0,1.3,17,2,2,"ATLANE678",2,2,246,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"80","No","3-Good","Town","Other","Unknown"
3194638,NA,56.24,356,45,0.25,47,4.4,-142,-23,3,4,41,0,0,28.5,4.3,0,42.3,29,7,0,0,15,1,1,"FLNGAN352",1,1,465,52,60,"Yes","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Other","Professional","Yes"
3194642,NA,38.68,723,10,0.74,112,0,321,81.5,7.3,2.3,13,0,0,164.6,32,14.3,144.7,18,9.7,0,5,17,2,2,"ATLATL678",2,2,380,38,0,"No","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","No",0,"6","No",0,"10","No","2-High","Suburban","Other","Unknown"
3194650,NA,39.99,232,40,0,0,0,-53,0,1.3,2,11.7,0,0,20.8,3,0,40.3,17,3.3,0.7,1,19,1,1,"CHIBLO309",1,1,572,56,26,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"8","No",0,"Unknown","No","2-High","Other","Professional","Unknown"
3194678,NA,42.24,642,60,0,0,0,-165,-40.1,2.3,3.7,48.7,0.7,0,222.2,38.3,21.7,117,117,6,0,3,17,1,1,"INDIND317",1,1,510,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","5-Low","Other","Other","Unknown"
3194702,NA,50.81,251,50,0,0,0.3,18,-0.8,2,1.3,21,0,0,11.6,19,3.3,32.7,52,3.3,0,0,15,1,1,"SFRSFR415",1,1,464,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"4","No",0,"Unknown","No","5-Low","Other","Other","Unknown"
3194714,NA,30.52,20,40,0,0,0,-20,-0.5,0.7,0,3.7,0,0,2.3,0.7,0,5,2,0.7,0,0,15,1,1,"ATLATL678",1,1,464,48,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","2-High","Town","Other","Unknown"
3194734,NA,119.44,820,58,0,230,2.1,-511,-69.4,7.7,5.3,18,9,0,396.5,59.7,3.7,128.7,130.7,13,0,2.3,19,1,1,"NCRRAL919",1,1,571,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"Unknown","No","5-Low","Suburban","Other","Unknown"
3194758,NA,332.46,4606,210,21.04,721,0,360,57.3,12,39.3,177,4,1,894.3,227,57.3,1257,285.7,51.3,0,62.3,17,1,1,"DALDAL214",5,2,267,32,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"Yes","No",0,"9","Yes",0,"200","No","2-High","Other","Professional","No"
3194766,NA,30.57,290,30,0.25,0,0,-10,1.8,7.3,1.3,32.7,0.7,0,55.9,9.7,3.7,38.7,60.7,8.7,0,0,15,1,1,"NYCQUE917",1,1,464,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,"0","No",0,"Unknown","No","2-High","Suburban","Other","Unknown"
3194782,NA,54.95,1271,60,1.73,4,1.6,-149,1.6,7.3,0.7,71.3,5.3,1.3,306.5,70.3,16,164.7,193.3,8,0,1.7,13,2,1,"NNYBUF716",1,1,402,54,48,"No","No","Yes","No","No","Known","No","No","No","Yes","No","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","2-High","Other","Professional","Yes"
3194802,NA,97.04,1499,85,0,86,0,-35,-22.1,10,0.7,91.7,6.7,2.7,423.1,49.7,7.3,194,177.3,10.7,0,5,13,2,2,"NNYALB518",3,3,114,46,0,"No","No","Yes","No","No","Known","No","No","No","No","No","No",0,0,"No","Yes",0,"5","No",0,"10","No","5-Low","Suburban","Other","No"
3194806,NA,51.09,501,50,0,2,0,-13,-1.1,6,1,20.7,1.3,0,272.6,16.3,1.3,100.7,61,7,0,3.7,13,1,1,"NEVLVS702",1,1,402,48,36,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","5-Low","Suburban","Other","Unknown"
3194810,NA,205.31,3564,160,4.21,323,1.3,582,-33.3,19.3,21,205,22.3,0.3,1246.7,122.7,86,929.3,387.3,40.3,0,41.3,13,1,1,"SANSAN210",3,3,76,NA,NA,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"130","No","4-Medium","Rural","Other","Unknown"
3194818,NA,171.29,1406,150,0.5,0,19.3,111,-8.2,9.3,7.3,70.7,4,2.3,474.3,39,7.7,325.7,13.3,16.7,0,15.7,13,1,1,"INDIND317",1,1,402,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,"0","No",0,"Unknown","No","4-Medium","Other","Other","Unknown"
3194850,NA,30.58,30,30,0.25,0,0.3,-12,-0.6,0,0,3.7,0,0,0,1.3,0,5.3,3.7,0,0,0,17,2,1,"PHXPHX602",3,2,42,54,54,"No","No","Yes","Yes","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"10","No","1-Highest","Suburban","Professional","Yes"
3194874,NA,303.11,1274,10,10.64,832,0.3,68,32.1,2.3,2.3,38,0,1.3,575.4,59.3,10,111,120.3,4.7,0,0,15,2,2,"APCWAS202",1,1,464,34,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"4","No",0,"Unknown","No","1-Highest","Suburban","Other","No"
3194878,NA,89.08,187,95,0.74,0,0,562,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,1,"SFROAK510",2,2,25,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"130","No","5-Low","Suburban","Other","Unknown"
3194882,NA,97.21,810,50,0.5,145,0,-86,-29.8,3.7,23.3,27.3,0,0.7,133.4,15,4.7,168,58,27,0,2.3,13,1,1,"NCRRAL919",3,3,289,34,0,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"30","No","4-Medium","Town","Other","Yes"
3194898,NA,145.41,1752,95,0.74,172,0,-9,41.3,16,2.3,45.3,1,0,599.7,23.7,12.3,414.7,164.3,18.3,0,0.3,17,1,1,"SFRSMO650",2,2,119,44,20,"Yes","No","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"Yes","No",0,"7","No",0,"80","No","5-Low","Suburban","Other","Unknown"
3194958,NA,33.21,71,30,0,8,0,0,-0.1,0,0,3,0,0,0.4,3.3,0.3,10.7,6,0,0,0,19,1,1,"INDIND317",1,1,571,32,0,"No","No","Yes","No","No","Known","No","No","No","No","Yes","No",0,0,"No","No",0,"3","No",0,"Unknown","No","4-Medium","Suburban","Professional","No"
3194962,NA,33.14,72,40,0,0,1.5,-71,-3.1,2.7,0.7,3,0,0,3.2,2.7,0,7,10.7,3.3,0,0,17,1,1,"BOSBOS508",2,1,510,50,54,"Yes","No","Yes","No","No","Known","Yes","Yes","No","Yes","No","Yes",0,0,"No","No",0,"7","No",0,"130","No","2-High","Other","Professional","Yes"
3194974,NA,33.24,52,40,0,0,0,-6,0,0,3,14.3,0,0,6.6,7.7,3.3,24,14.7,3,0,0,17,4,3,"FLNCLR813",1,1,510,46,46,"Yes","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","3-Good","Suburban","Other","Yes"
3194986,NA,66.61,623,70,0,22,0,-221,-6.6,0.7,1.3,11,0,0.7,154.6,9,4.7,38.3,39,2,0,2.3,19,2,2,"DALDAL214",3,2,124,38,36,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"150","No","2-High","Suburban","Professional","Yes"
3194994,NA,36.24,125,30,0,0,0,-19,0,11.3,4,7,0,0,28.6,2,0.3,46,14,15.3,0,0,17,3,1,"HOUHOU281",2,1,346,48,40,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","Yes",0,"9","No",0,"80","No","1-Highest","Town","Other","Yes"
3195018,NA,50.48,260,60,0.5,0,0,94,0.5,0.7,0.7,7.3,0,0,45.9,15,3,54.7,37,1.3,0,0.3,15,1,1,"FLNCLR813",1,1,464,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3195022,NA,35.31,468,45,0,0,0.3,56,-0.3,4,4,18.3,5,0,24.6,27,2,81.3,55,8,0,0.3,15,1,1,"KCYKCK913",2,2,27,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","3-Good","Other","Other","Unknown"
3195030,NA,75.52,621,85,0.5,0,0,169,-0.5,2.7,4,53.3,0,0,111.4,53,24.7,200.7,56,6.7,0,1.3,17,3,2,"HOUHOU281",4,4,371,40,0,"No","No","Yes","No","No","Known","No","No","No","Yes","No","Yes",0,0,"No","Yes",0,"9","No",0,"130","No","1-Highest","Other","Other","No"
3195042,NA,50.34,149,60,0.25,0,0.1,-41,1,1,0.3,6,0,0.3,6.1,5,0.7,35,16,1.3,0,0,15,1,1,"LAXVNY818",2,1,461,46,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"150","No","3-Good","Other","Other","No"
3195050,NA,31.46,113,30,0,0,1.5,-98,-1.5,3.3,0.3,6,0,0,18.9,13.3,2.3,36,30,3.7,0,0,15,3,1,"NEVSDG619",1,1,464,56,56,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","4-Medium","Other","Other","Yes"
3195066,NA,12.23,187,8,0.25,14,0,-118,-12.2,2.3,0,15.3,0.3,0,30.5,40.7,15.7,68.3,22.3,2.3,0,0,13,2,2,"CHISPR217",1,1,402,0,0,"No","Yes","No","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","3-Good","Other","Other","Unknown"
3195086,NA,32.07,76,30,1.98,0,0.1,37,2.3,0.3,0,9.7,0.7,0,0.4,1.3,0,17.7,12.7,0.3,0,0,15,1,1,"NEVENC760",2,1,463,0,0,"No","Yes","No","No","No","Known","No","No","No","No","No","No",0,0,"No","No",1,"3","No",0,"10","No","5-Low","Other","Other","No"
3195098,NA,115.94,616,50,0.25,215,0,126,43.4,7.7,0.7,29.7,0,0.3,164,111.7,25,114.7,245.3,8.3,0,3.3,13,1,1,"DETROS810",1,1,402,58,54,"Yes","No","Yes","Yes","Yes","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","7-Lowest","Other","Professional","Yes"
3195154,NA,41.43,270,40,0.25,0,0,-14,-1.3,1.7,14,7,0,0.3,77,7.3,0.7,127.7,34,15.7,0,0,13,1,1,"HWIHON808",1,1,402,56,0,"Yes","No","Yes","No","No","Known","No","Yes","No","No","Yes","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","2-High","Suburban","Professional","Yes"
3195198,NA,74.4,538,50,0.99,75,2.7,-247,-33.2,7,0.3,27.3,0,0,135.3,35.7,1.3,181,30.3,7.3,0,2,15,1,1,"SEASEA206",1,1,464,32,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","2-High","Other","Other","No"
3195202,NA,64.94,705,10,0,208,0,39,-23.3,3,2.3,35,0,0,59.4,10.3,0,33.7,51.7,5.3,0,1,19,4,2,"OHICIN513",1,1,571,38,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"4","No",0,"Unknown","No","3-Good","Other","Professional","No"
3195210,NA,93.35,1478,45,0,167,0,220,37.5,23.3,4.7,120.3,0,0.3,657.7,117.7,113,218,525,28,0,4,17,1,1,"APCWAS202",2,2,215,50,50,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"1","No",0,"10","No","7-Lowest","Other","Other","Yes"
3195230,NA,50.73,620,60,0.74,0,0,297,1.2,5,0,27,0.3,0.3,264.8,33,15.3,83,78.3,5,0,2.3,15,1,1,"SFRSFR415",1,1,463,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","4-Medium","Other","Other","Unknown"
3195234,NA,42,209,50,0,0,3.7,11,0.5,4,0,11,0,0,29.3,16.3,2.7,40.3,4.3,4,0,0.3,13,1,1,"SFROAK925",1,1,401,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3195238,NA,49.6,374,50,2.23,11,0.2,60,0.1,5.7,2.3,32.7,0.3,0,35.9,25.7,3,107.7,38,8,0,0.3,15,1,1,"SFROAK925",1,1,463,36,0,"Yes","No","Yes","No","No","Known","Yes","Yes","No","Yes","Yes","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","4-Medium","Other","Professional","Yes"
3195262,NA,11.8,118,10,0,0,1.8,-64,-1.8,4,1,11.3,0,0,17.5,8.3,2,30.7,13,5,0,0,15,3,2,"NYCNEW732",1,1,463,48,48,"Yes","No","Yes","No","No","Known","Yes","Yes","No","Yes","No","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","1-Highest","Town","Professional","Yes"
3195266,NA,52.41,378,60,0.25,0,1.7,-70,-2.4,8,2.3,18.7,2.3,0,67,48.3,4.7,80.3,84.7,10.3,0,0.7,13,1,1,"ATLROS678",2,2,146,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"150","No","5-Low","Other","Other","Unknown"
3195274,NA,55.17,794,60,1.49,0,0,-35,-0.9,4,45,52.7,2,3.7,176.1,45.3,11,158.7,140,49,0,1.7,13,1,1,"CHIRCK815",2,1,389,44,0,"No","Yes","No","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",0,"4","No",0,"10","No","6-VeryLow","Other","Professional","No"
3195290,NA,10.08,103,10,0.5,0,0,55,0.4,1.3,0,6.7,0,0,5,2.7,0,8,10.3,1.3,0,0,13,2,2,"NYCSUF516",1,1,401,52,50,"No","No","Yes","No","No","Known","Yes","Yes","No","No","Yes","Yes",0,0,"No","No",0,"9","No",0,"Unknown","No","1-Highest","Other","Self","Yes"
3195298,NA,29.26,103,30,0.25,2,0,-68,-0.8,1.3,0,1.7,0,0,8.6,2.3,0,13.3,2.7,1.3,0,0,15,1,1,"ATLDAL334",2,2,8,56,54,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"Yes","No",1,"6","No",0,"30","No","5-Low","Town","Professional","Yes"
3195314,NA,30.47,57,20,0.5,25,0,-22,-8.5,0,0,7.3,0,0,6.6,1,0,21.7,5.7,0,0,0,13,1,1,"BOSPRO401",1,1,401,36,36,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","4-Medium","Suburban","Professional","Yes"
3195318,NA,88.5,870,50,0,137,0,216,-38.5,5.3,8.3,67.7,2.7,1,344,34,15.7,75.7,145.3,13.7,1,1.7,13,1,1,"OHICAN330",1,1,401,40,18,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",1,"6","No",0,"Unknown","No","3-Good","Suburban","Other","Unknown"
3195326,NA,29.73,96,40,0.99,0,0.2,24,2.7,0.7,3.7,11.7,0,0,22.8,3.7,0,19.7,19.7,4.3,0,0,15,1,1,"AIRCOL803",1,1,463,42,18,"Yes","No","Yes","No","No","Known","No","No","No","No","Yes","Yes",0,0,"No","No",0,"7","No",0,"Unknown","No","2-High","Suburban","Professional","Unknown"
3195346,NA,124.4,2042,85,5.45,137,0,-686,-44.4,23.3,2.3,45.3,1,1.3,293.3,43.3,16.3,173.3,138.7,25.7,0,7,15,1,1,"PHIPHI215",2,2,93,42,22,"Yes","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"3","No",0,"30","No","3-Good","Other","Other","No"
3195350,NA,49.99,383,60,0,0,0,94,0,2.7,0,8.3,0,0,153.1,3,0,33.3,34.7,2.7,0,0.7,17,1,1,"PHXGLE623",2,1,503,22,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"5","No",0,"150","No","2-High","Suburban","Other","Unknown"
3195370,NA,75.92,779,60,6.19,63,0.2,-165,-25.3,5.3,0.3,37.7,3.3,0,129.9,47.7,7.3,199,91.7,5.7,0,0,13,1,1,"BOSMAN603",4,2,120,40,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"1","No",0,"100","No","4-Medium","Other","Other","No"
3195374,NA,47.47,332,30,0.25,29,0,29,5.3,2.3,4.3,33,3.3,0,57.3,15.7,24.7,104.3,29,6.7,0,0.7,13,1,1,"MIAMIA305",1,1,401,0,0,"No","Yes","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"Yes","No",0,"0","No",0,"Unknown","No","2-High","Other","Other","Unknown"
3195394,NA,45.86,441,50,0,0,0,-81,-2.9,18,16.7,48.7,9.3,0,56.6,18.7,21,113.7,71.3,34.7,0,1.7,15,1,1,"ATLATL678",2,2,341,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"30","No","7-Lowest","Other","Other","Unknown"
3195434,NA,40.91,208,40,0.25,1,0.3,-74,-0.9,2.3,0,6.7,0,0,62.5,12.7,7.7,41,22.3,2.3,0,0,17,1,1,"NYCSUF516",1,1,509,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",0,"0","No",0,"Unknown","No","5-Low","Other","Other","Unknown"
3195454,NA,29.99,36,40,0,0,0,1,0,0,0.3,4,0,0,12.7,3.3,3.7,9,8.3,0.3,0,0,17,2,2,"OKCOKC405",4,3,285,48,40,"Yes","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","Yes",0,"7","No",0,"60","No","1-Highest","Town","Other","Yes"
3195474,NA,33.61,201,30,0,36,0,73,-17.5,0.7,4.3,48.7,0,0,81.3,7,11,40,53,5,0,0.7,13,1,1,"DALDAL214",2,2,6,42,50,"No","Yes","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"1","No",0,"150","No","5-Low","Other","Other","Yes"
3195494,NA,118.81,1121,57,2.97,143,1.1,1110,198,19.7,2.7,42.7,3.3,0.7,208.1,23,8.7,157,48.7,22.3,0,5,15,2,1,"SFROAK925",2,2,30,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",1,0,"No","No",0,"0","No",0,"40","Yes","2-High","Other","Other","Unknown"
3195502,NA,103.02,543,40,0,183,2.1,14,-4.5,5.7,0.7,27.3,0,0,189.1,12,0,70.7,69.3,6.3,0,0.3,13,1,1,"PHXGLE623",2,2,147,0,0,"No","No","Yes","No","No","Known","No","No","No","No","No","Yes",0,0,"No","No",0,"1","No",0,"200","No","7-Lowest","Other","Other","No"
3195574,NA,40.21,539,45,0,16,0.8,57,-7,3,20,23.3,0.3,0,168.9,50,10.3,44,103.3,23,0,0.7,17,1,1,"NCRVIR757",2,1,273,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","No",1,"0","No",0,"150","No","2-High","Suburban","Other","Unknown"
3195578,NA,140.17,1109,95,2.97,138,0,-982,-51.2,19,0.7,52.3,7.3,0.7,385,54.7,15,298,78.7,19.7,0,2.7,15,1,1,"LAXLAG949",1,1,463,30,0,"No","No","Yes","No","No","Known","Yes","Yes","No","No","No","Yes",0,0,"No","No",0,"6","No",0,"Unknown","No","5-Low","Suburban","Other","No"
3195598,NA,60.88,1126,60,9.4,72,1.8,-90,7.7,1.7,15,59,1.7,0.3,163.5,63.7,5,178,157.7,16.7,0,8.7,13,1,1,"HOUHOU281",1,1,401,0,0,"No","No","Yes","No","No","Unknown","No","No","No","No","No","No",0,0,"No","Yes",0,"0","No",0,"Unknown","No","5-Low","Other","Other","Unknown"
